"","time","GNSS_ID","SV_ID","C","C_std","L","L_std","D","D_std","S","NLOS"
"3589",126691.19999997,"GPS",32,22228091.802246,10.24,116809409.908876,0.06,610.7422,4.096,35,1
"3590",126691.19999997,"Glonass",1,22702829.836202,5.12,121359660.951837,0.024,-2402.7,2.048,35,1
"3591",126691.19999997,"Glonass",10,19092485.1890777,0.64,101773715.527213,0.004,69.37866,0.256,43,0
"3592",126691.19999997,"Glonass",21,22639470.0461135,20.48,121148420.018774,0.06,4781.792,8.192,34,1
"3593",126691.19999997,"Glonass",19,20810446.347577,20.48,111321902.644898,0.06,-2286.426,8.192,36,1
"3594",126691.19999997,"GPS",14,22633956.4045907,10.24,118942243.286583,0.06,1572.119,4.096,33,1
"3595",126691.19999997,"Glonass",11,20998094.3891674,10.24,112207449.370081,0.06,3385.74,4.096,32,1
"3596",126691.19999997,"GPS",6,22834471.573584,10.24,119995958.01638,0.06,1071.338,4.096,36,1
"3597",126691.19999997,"Glonass",9,21670221.9653659,5.12,115555136.260373,0.036,-2969.105,2.048,36,0
"3598",126691.19999997,"GPS",24,21286241.8686784,5.12,111859961.89119,0.02,-2245.892,2.048,39,0
"3599",126691.19999997,"GPS",2,23450758.0472979,10.24,123234588.885015,0.028,2823.314,4.096,40,1
"3600",126691.19999997,"GPS",25,21220469.7731147,20.48,111514320.838436,0.06,2502.832,8.192,34,1
"3601",126691.19999997,"GPS",29,23817830.5582167,0.64,125163545.856241,0.004,4089.99,0.256,44,0
"3602",126691.39999997,"GPS",12,19832613.7422513,0.32,104221088.712676,0.004,196.1934,0.128,49,0
"3603",126691.39999997,"Glonass",20,19764236.9980874,2.56,105688279.316256,0.012,2174.066,1.024,47,0
"3604",126691.39999997,"Glonass",2,22680983.4369954,20.48,121030072.689173,0.06,1242.736,8.192,30,1
"3605",126691.39999997,"GPS",19,22662498.0418015,40.96,119092230.73228,0.06,-2821.191,8.192,38,1
"3606",126691.39999997,"GPS",32,22228048.7918218,10.24,116809184.070482,0.06,616.1133,4.096,43,1
"3607",126691.39999997,"Glonass",1,22702919.8487877,5.12,121360140.512275,0.024,-2400.921,2.048,39,1
"3608",126691.39999997,"Glonass",10,19092482.76786,0.64,101773701.777424,0.004,69.23267,0.256,45,0
"3609",126691.39999997,"Glonass",21,22639288.4547851,10.24,121147448.122066,0.028,4778.462,4.096,40,1
"3610",126691.39999997,"Glonass",19,20810532.2680866,10.24,111322362.568025,0.028,-2288.574,4.096,32,1
"3611",126691.39999997,"GPS",14,22633895.8697854,10.24,118941924.683382,0.06,1567.969,4.096,28,1
"3612",126691.39999997,"Glonass",11,20997969.9996528,10.24,112206784.912854,0.06,3382.179,4.096,32,1
"3613",126691.39999997,"GPS",6,22834432.6726861,10.24,119995753.130234,0.06,1084.814,4.096,34,1
"3614",126691.39999997,"Glonass",9,21670333.7209229,10.24,115555732.136258,0.06,-2956.94,4.096,32,0
"3615",126691.39999997,"GPS",24,21286331.2661438,5.12,111860410.519027,0.02,-2243.562,2.048,43,0
"3616",126691.39999997,"GPS",2,23450647.251503,10.24,123233982.551673,0.06,2815.039,4.096,38,1
"3617",126691.39999997,"GPS",25,21220372.4881508,10.24,111513809.445317,0.06,2508.057,8.192,34,1
"3618",126691.39999997,"GPS",29,23817675.0767766,0.64,125162727.911739,0.004,4089.215,0.256,43,0
"3619",126691.69999997,"GPS",12,19832602.7529767,0.32,104221029.938976,0.004,196.1931,0.128,50,0
"3620",126691.69999997,"Glonass",20,19764112.6172979,2.56,105687627.124167,0.012,2170.743,1.024,44,0
"3621",126691.69999997,"Glonass",2,22680916.2318443,20.48,121029714.516207,0.06,1217.864,8.192,34,1
"3622",126691.69999997,"GPS",19,22662648.3230767,20.48,119093020.277865,0.06,-2811.426,8.192,37,1
"3623",126691.69999997,"GPS",32,22227994.4736565,10.24,116808899.163969,0.024,625.0945,2.048,41,1
"3624",126691.69999997,"Glonass",1,22703049.3599412,10.24,121360830.68433,0.06,-2396.777,4.096,35,1
"3625",126691.69999997,"Glonass",10,19092478.9244495,0.64,101773681.263484,0.004,67.99683,0.256,45,0
"3626",126691.69999997,"Glonass",21,22639016.0525237,10.24,121145990.075739,0.06,4778.857,4.096,38,1
"3627",126691.69999997,"Glonass",19,20810659.3798351,10.24,111323042.218159,0.028,-2276.221,4.096,36,1
"3628",126691.69999997,"GPS",14,22633802.86885,10.24,118941436.431018,0.028,1577.183,4.096,29,1
"3629",126691.69999997,"Glonass",11,20997776.4025747,10.24,112205749.896037,0.028,3385.306,4.096,31,1
"3630",126691.69999997,"GPS",6,22834364.9047655,10.24,119995396.588385,0.024,1086.276,4.096,42,1
"3631",126691.69999997,"Glonass",9,21670501.9977351,10.24,115556630.246047,0.06,-2969.238,4.096,36,1
"3632",126691.69999997,"GPS",24,21286458.665821,5.12,111861083.137664,0.02,-2236.368,2.048,33,0
"3633",126691.69999997,"GPS",2,23450483.9610905,10.24,123233124.447888,0.06,2827.1,4.096,36,1
"3634",126691.69999997,"GPS",25,21220229.3047517,10.24,111513057.517835,0.06,2507.324,4.096,33,1
"3635",126691.69999997,"GPS",29,23817441.7935408,1.28,125161501.289278,0.008,4087.726,0.256,43,0
"3636",126691.89999997,"GPS",12,19832595.4805984,0.32,104220990.6536,0.004,196.927,0.128,51,0
"3637",126691.89999997,"Glonass",20,19764033.6245248,2.56,105687192.090508,0.012,2175.651,1.024,46,0
"3638",126691.89999997,"Glonass",2,22680872.7589894,20.48,121029482.232501,0.06,1211.63,8.192,34,1
"3639",126691.89999997,"GPS",19,22662752.4441634,20.48,119093567.849197,0.024,-2811.494,4.096,38,1
"3640",126691.89999997,"GPS",32,22227967.8184489,5.12,116808774.002519,0.02,626.0627,2.048,41,1
"3641",126691.89999997,"Glonass",1,22703137.0254725,10.24,121361299.829654,0.028,-2389.844,4.096,35,1
"3642",126691.89999997,"Glonass",10,19092476.4596063,0.64,101773667.50846,0.004,68.81396,0.256,45,0
"3643",126691.89999997,"Glonass",21,22638838.1170159,10.24,121145038.411895,0.028,4790.959,4.096,38,1
"3644",126691.89999997,"Glonass",19,20810738.0846797,10.24,111323463.917536,0.06,-2280.371,4.096,36,1
"3645",126691.89999997,"GPS",14,22633732.4659465,10.24,118941066.050213,0.06,1591.136,8.192,30,1
"3646",126691.89999997,"Glonass",11,20997649.4391529,10.24,112205071.296458,0.06,3372.851,4.096,31,1
"3647",126691.89999997,"GPS",6,22834323.4299605,10.24,119995179.550806,0.024,1087.094,4.096,38,1
"3648",126691.89999997,"Glonass",9,21670614.1720973,20.48,115557228.08103,0.06,-2974.463,8.192,32,1
"3649",126691.89999997,"GPS",24,21286545.1185622,10.24,111861549.425286,0.06,-2239.412,4.096,37,0
"3650",126691.89999997,"GPS",2,23450380.2020958,10.24,123232579.021134,0.06,2828.223,8.192,35,0
"3651",126691.89999997,"GPS",25,21220137.0236378,10.24,111512572.21922,0.028,2516.25,4.096,34,1
"3652",126691.89999997,"GPS",29,23817286.1812241,0.64,125160683.693689,0.004,4087.463,0.256,44,0
"3653",126692.09999997,"GPS",12,19832587.9770048,0.32,104220951.41152,0.004,196.3569,0.128,51,0
"3654",126692.09999997,"Glonass",20,19763949.8329417,2.56,105686757.581047,0.012,2175.125,1.024,46,0
"3655",126692.09999997,"Glonass",2,22680828.6753768,10.24,121029246.782364,0.06,1207.625,4.096,34,1
"3656",126692.09999997,"GPS",19,22662860.0640187,20.48,119094133.182147,0.06,-2820.103,4.096,37,1
"3657",126692.09999997,"GPS",32,22227949.9843264,5.12,116808649.682402,0.06,630.25,2.048,40,1
"3658",126692.09999997,"Glonass",1,22703226.5494521,10.24,121361778.06301,0.06,-2402.49,4.096,38,1
"3659",126692.09999997,"Glonass",10,19092473.8377111,0.64,101773653.793317,0.004,68.70898,0.256,45,0
"3660",126692.09999997,"Glonass",21,22638660.4956121,10.24,121144087.596567,0.06,4800.586,8.192,37,1
"3661",126692.09999997,"Glonass",19,20810824.3890941,10.24,111323925.853721,0.06,-2285.108,4.096,38,1
"3662",126692.09999997,"GPS",14,22633672.6945882,10.24,118940752.412881,0.028,1595.388,4.096,29,1
"3663",126692.09999997,"Glonass",11,20997521.2891164,20.48,112204387.10651,0.06,3386.084,8.192,31,1
"3664",126692.09999997,"GPS",6,22834285.7462153,10.24,119994981.000064,0.06,1070.508,4.096,35,1
"3665",126692.09999997,"Glonass",9,21670725.0464183,20.48,115557818.885987,0.06,-2976.074,8.192,32,1
"3666",126692.09999997,"GPS",24,21286632.0031964,10.24,111862005.915244,0.06,-2247.834,4.096,39,0
"3667",126692.09999997,"GPS",2,23450275.0427211,20.48,123232026.166027,0.06,2814.697,8.192,39,0
"3668",126692.09999997,"GPS",25,21220040.2883557,10.24,111512064.191546,0.06,2506.787,4.096,33,1
"3669",126692.09999997,"GPS",29,23817130.6256206,0.64,125159866.29832,0.004,4085.516,0.256,43,0
"3670",126692.29999997,"GPS",12,19832580.4734112,0.32,104220912.066565,0.004,196.6296,0.128,51,0
"3671",126692.29999997,"Glonass",20,19763871.7126795,2.56,105686323.220044,0.016,2172.802,1.024,48,0
"3672",126692.29999997,"GPS",19,22662969.6950117,20.48,119094708.576876,0.028,-2812.778,4.096,37,1
"3673",126692.29999997,"GPS",32,22227925.745974,10.24,116808537.72946,0.06,617.1875,4.096,38,1
"3674",126692.29999997,"Glonass",1,22703320.8984169,10.24,121362281.975602,0.024,-2405.183,4.096,37,1
"3675",126692.29999997,"Glonass",10,19092471.3292423,0.64,101773640.073425,0.004,68.0459,0.256,45,0
"3676",126692.29999997,"Glonass",21,22638480.8848835,10.24,121143126.925241,0.028,4773.626,4.096,37,1
"3677",126692.29999997,"Glonass",19,20810905.5456942,10.24,111324359.324582,0.028,-2291.15,4.096,36,1
"3678",126692.29999997,"GPS",14,22633605.2756719,10.24,118940398.067157,0.06,1606.299,4.096,29,1
"3679",126692.29999997,"Glonass",11,20997393.1565301,20.48,112203701.896346,0.06,3390.136,8.192,34,1
"3680",126692.29999997,"GPS",6,22834244.4939005,10.24,119994763.776163,0.028,1080.077,4.096,33,1
"3681",126692.29999997,"Glonass",9,21670836.6710986,10.24,115558414.143646,0.028,-2954.053,4.096,39,1
"3682",126692.29999997,"GPS",24,21286716.8636052,10.24,111862451.984808,0.028,-2243.824,4.096,42,0
"3683",126692.29999997,"GPS",2,23450158.94206,10.24,123231416.677349,0.024,2808.437,4.096,43,0
"3684",126692.29999997,"GPS",25,21219948.0595924,10.24,111511579.036431,0.028,2500.043,4.096,34,1
"3685",126692.29999997,"GPS",29,23816975.1267303,0.64,125159049.103542,0.004,4085.779,0.256,45,0
"3686",126692.59999997,"GPS",12,19832569.4884991,0.32,104220853.182986,0.004,196.8205,0.128,50,0
"3687",126692.59999997,"Glonass",20,19763748.1520502,2.56,105685672.137658,0.012,2169.797,1.024,44,0
"3688",126692.59999997,"Glonass",2,22680711.8374439,20.48,121028623.299197,0.06,1237.648,8.192,34,1
"3689",126692.59999997,"GPS",32,22227902.9341768,20.48,116808417.837541,0.06,608.6426,8.192,36,1
"3690",126692.59999997,"Glonass",1,22703452.4686961,10.24,121362985.33734,0.028,-2401.983,4.096,39,1
"3691",126692.59999997,"Glonass",10,19092467.5207323,0.64,101773619.651078,0.004,68.26563,0.256,45,0
"3692",126692.59999997,"Glonass",21,22638213.5780856,20.48,121141696.188985,0.06,4794.385,8.192,37,1
"3693",126692.59999997,"Glonass",19,20811030.8251699,10.24,111325030.097346,0.06,-2275.215,4.096,34,1
"3694",126692.59999997,"GPS",14,22633511.5287397,20.48,118939905.17405,0.06,1579.351,8.192,34,1
"3695",126692.59999997,"Glonass",11,20997197.0989713,20.48,112202654.669979,0.06,3389.566,8.192,25,1
"3696",126692.59999997,"GPS",6,22834187.6410911,20.48,119994465.032214,0.06,1072.168,8.192,36,1
"3697",126692.59999997,"Glonass",9,21671003.1069128,10.24,115559302.39674,0.028,-2969.208,4.096,36,1
"3698",126692.59999997,"GPS",24,21286848.0543422,10.24,111863141.031446,0.024,-2247.047,4.096,46,0
"3699",126692.59999997,"GPS",2,23449999.6521099,10.24,123230574.175953,0.024,2806.835,4.096,40,0
"3700",126692.59999997,"GPS",25,21219805.9450191,20.48,111510832.145659,0.06,2513.525,8.192,30,1
"3701",126692.59999997,"GPS",29,23816741.7518808,0.64,125157823.674845,0.004,4084.186,0.256,46,0
"3702",126692.79999997,"GPS",12,19832562.0459812,0.32,104220813.960425,0.004,195.8093,0.128,50,0
"3703",126692.79999997,"Glonass",20,19763664.5960451,2.56,105685238.359041,0.012,2167.999,0.512,46,0
"3704",126692.79999997,"Glonass",2,22680652.5023411,20.48,121028306.681582,0.06,1239.569,8.192,40,1
"3705",126692.79999997,"GPS",32,22227881.7845129,20.48,116808306.868985,0.06,601.2207,8.192,39,1
"3706",126692.79999997,"Glonass",1,22703538.4764567,20.48,121363445.8326,0.06,-2380.004,8.192,29,1
"3707",126692.79999997,"Glonass",10,19092465.0733392,0.64,101773606.069336,0.004,67.50806,0.256,44,0
"3708",126692.79999997,"Glonass",21,22638032.1176338,20.48,121140725.092353,0.06,4781.836,8.192,39,1
"3709",126692.79999997,"Glonass",19,20811112.9677074,20.48,111325469.380214,0.06,-2277.832,8.192,35,1
"3710",126692.79999997,"GPS",14,22633447.6304049,20.48,118939569.613899,0.06,1582.422,8.192,33,1
"3711",126692.79999997,"Glonass",11,20997068.1636749,20.48,112201965.598146,0.06,3378.784,8.192,31,1
"3712",126692.79999997,"GPS",6,22834146.1401108,20.48,119994247.473068,0.06,1072.998,8.192,31,1
"3713",126692.79999997,"Glonass",9,21671116.1014353,10.24,115559904.363279,0.06,-2962.407,4.096,32,1
"3714",126692.79999997,"GPS",24,21286931.9593516,10.24,111863581.54987,0.06,-2250.732,4.096,40,0
"3715",126692.79999997,"GPS",2,23449891.028867,10.24,123230012.631914,0.024,2806.746,2.048,40,0
"3716",126692.79999997,"GPS",25,21219707.9751342,20.48,111510317.294835,0.06,2508.057,8.192,31,1
"3717",126692.79999997,"GPS",29,23816586.3620544,0.64,125157006.839762,0.004,4083.624,0.256,45,0
"3718",126692.99999997,"GPS",12,19832554.5336625,0.32,104220774.67878,0.004,196.0954,0.128,51,0
"3719",126692.99999997,"Glonass",20,19763584.8965382,2.56,105684804.773048,0.008,2167.538,0.512,45,0
"3720",126692.99999997,"Glonass",2,22680596.6921822,10.24,121028009.502838,0.028,1250.848,4.096,41,1
"3721",126692.99999997,"GPS",19,22663321.0158829,81.92,119096554.807688,0.06,-2817.285,32.768,33,1
"3722",126692.99999997,"GPS",32,22227853.1923312,20.48,116808156.608209,0.06,626.6602,8.192,41,1
"3723",126692.99999997,"Glonass",1,22703632.6072938,20.48,121363948.41446,0.06,-2388.414,8.192,33,1
"3724",126692.99999997,"Glonass",10,19092462.5648704,0.64,101773592.619721,0.004,67.88257,0.256,44,0
"3725",126692.99999997,"Glonass",21,22637853.7371456,20.48,121139770.066759,0.06,4761.328,8.192,42,0
"3726",126692.99999997,"Glonass",19,20811195.11897,20.48,111325908.860522,0.06,-2293.799,8.192,38,1
"3727",126692.99999997,"GPS",14,22633384.6133061,20.48,118939238.398635,0.06,1594.015,8.192,33,1
"3728",126692.99999997,"Glonass",11,20996941.4794567,20.48,112201288.80254,0.06,3367.525,8.192,31,1
"3729",126692.99999997,"GPS",6,22834108.687581,20.48,119994050.127997,0.06,1084.473,8.192,32,1
"3730",126692.99999997,"Glonass",9,21671227.9267931,20.48,115560500.595537,0.06,-2967.005,8.192,32,1
"3731",126692.99999997,"GPS",24,21287014.9656749,5.12,111864017.84732,0.028,-2252.291,2.048,45,0
"3732",126692.99999997,"GPS",2,23449785.481225,10.24,123229454.417779,0.06,2806.152,4.096,40,0
"3733",126692.99999997,"GPS",25,21219612.387204,20.48,111509815.488047,0.06,2494.775,8.192,34,1
"3734",126692.99999997,"GPS",29,23816430.9678654,0.64,125156190.080627,0.004,4083.472,0.256,44,0
"3735",126693.29999997,"GPS",12,19832543.2128337,0.32,104220715.868869,0.004,195.5876,0.128,51,0
"3736",126693.29999997,"Glonass",20,19763462.9151536,1.28,105684154.915927,0.008,2164.976,0.512,46,0
"3737",126693.29999997,"Glonass",2,22680533.7885098,20.48,121027673.656787,0.06,1236.963,8.192,37,1
"3738",126693.29999997,"GPS",19,22663515.1233799,40.96,119097574.90391,0.06,-2835.449,8.192,33,1
"3739",126693.29999997,"GPS",32,22227808.4892359,20.48,116807921.60929,0.06,614.7949,8.192,41,1
"3740",126693.29999997,"Glonass",1,22703765.1111596,20.48,121364656.52473,0.06,-2388.837,8.192,33,1
"3741",126693.29999997,"Glonass",10,19092458.7650855,0.64,101773572.583176,0.004,66.59497,0.256,45,0
"3742",126693.29999997,"Glonass",21,22637588.8559279,20.48,121138353.118831,0.06,4783.252,8.192,39,0
"3743",126693.29999997,"Glonass",19,20811314.8754518,10.24,111326549.496422,0.06,-2289.698,4.096,37,1
"3744",126693.29999997,"GPS",14,22633282.503357,20.48,118938702.22854,0.06,1582.275,8.192,34,1
"3745",126693.29999997,"GPS",6,22834048.5541306,20.48,119993734.79959,0.06,1081.833,8.192,26,1
"3746",126693.29999997,"Glonass",9,21671397.2855188,20.48,115561403.439567,0.06,-2978.909,8.192,35,1
"3747",126693.29999997,"GPS",24,21287144.6382429,5.12,111864694.046992,0.02,-2255.45,2.048,46,0
"3748",126693.29999997,"GPS",2,23449623.7351568,10.24,123228604.052309,0.024,2804.37,4.096,42,0
"3749",126693.29999997,"GPS",25,21219469.3172313,10.24,111509063.601854,0.06,2511.621,4.096,35,1
"3750",126693.29999997,"GPS",29,23816198.1557855,0.64,125154965.066886,0.004,4082.995,0.256,44,0
"3751",126693.49999997,"GPS",12,19832535.8619295,0.32,104220676.639891,0.004,196.6374,0.128,50,0
"3752",126693.49999997,"Glonass",20,19763381.0343694,1.28,105683721.927593,0.008,2164.471,0.512,45,0
"3753",126693.49999997,"Glonass",2,22680487.5672456,20.48,121027427.497327,0.06,1220.02,8.192,37,1
"3754",126693.49999997,"GPS",19,22663620.5575955,40.96,119098129.147078,0.06,-2844.922,8.192,33,1
"3755",126693.49999997,"GPS",32,22227784.6260631,20.48,116807795.79607,0.06,634.5215,8.192,38,1
"3756",126693.49999997,"Glonass",1,22703857.6976524,20.48,121365152.063081,0.06,-2387.583,8.192,33,1
"3757",126693.49999997,"Glonass",10,19092456.3176925,0.64,101773559.345287,0.004,66.16968,0.256,46,0
"3758",126693.49999997,"Glonass",21,22637409.3760759,10.24,121137392.63124,0.028,4774.262,4.096,40,1
"3759",126693.49999997,"Glonass",19,20811402.8725373,10.24,111327019.70561,0.06,-2288.184,4.096,34,1
"3760",126693.49999997,"GPS",14,22633224.3417812,20.48,118938396.394415,0.06,1575.488,8.192,36,1
"3761",126693.49999997,"Glonass",11,20996624.618403,20.48,112199595.643803,0.06,3371.31,8.192,31,1
"3762",126693.49999997,"GPS",6,22834008.7807219,20.48,119993525.262111,0.06,1079.688,8.192,31,1
"3763",126693.49999997,"Glonass",9,21671510.6115954,20.48,115562007.768904,0.06,-2992.408,8.192,35,1
"3764",126693.49999997,"GPS",24,21287229.9261821,5.12,111865145.032559,0.016,-2254.537,1.024,47,0
"3765",126693.49999997,"GPS",2,23449516.2636283,10.24,123228043.405638,0.02,2803.217,2.048,42,0
"3766",126693.49999997,"GPS",25,21219376.1985069,10.24,111508574.535873,0.06,2505.566,8.192,35,1
"3767",126693.49999997,"GPS",29,23816042.8924731,0.64,125154148.465492,0.004,4083.71,0.256,45,0
"3768",126693.69999997,"GPS",12,19832528.6593522,0.32,104220637.357186,0.004,196.4739,0.128,51,0
"3769",126693.69999997,"Glonass",20,19763299.5723905,1.28,105683289.051206,0.004,2164.179,0.256,46,0
"3770",126693.69999997,"Glonass",2,22680441.3372562,20.48,121027180.157306,0.06,1245.752,8.192,40,1
"3771",126693.69999997,"GPS",19,22663704.6371071,40.96,119098571.430767,0.06,-2820.898,8.192,39,1
"3772",126693.69999997,"GPS",32,22227757.8923295,20.48,116807656.071846,0.06,621.5332,8.192,37,1
"3773",126693.69999997,"Glonass",1,22703945.7383635,20.48,121365622.927401,0.06,-2379.014,8.192,32,1
"3774",126693.69999997,"Glonass",10,19092453.7481479,0.64,101773546.036539,0.004,66.12476,0.256,45,0
"3775",126693.69999997,"Glonass",21,22637227.4444683,10.24,121136418.676882,0.06,4784.619,4.096,39,1
"3776",126693.69999997,"Glonass",19,20811484.0640378,10.24,111327454.196879,0.06,-2287.451,4.096,40,1
"3777",126693.69999997,"GPS",14,22633164.256319,20.48,118938080.678135,0.06,1563.672,8.192,34,1
"3778",126693.69999997,"Glonass",11,20996495.2817516,10.24,112198904.149284,0.06,3364.177,8.192,31,1
"3779",126693.69999997,"GPS",6,22833969.4741064,20.48,119993318.909618,0.06,1089.404,8.192,31,1
"3780",126693.69999997,"Glonass",9,21671623.0564359,20.48,115562607.454649,0.06,-2980.691,8.192,35,1
"3781",126693.69999997,"GPS",24,21287314.4332241,2.56,111865596.228399,0.012,-2256.519,1.024,45,0
"3782",126693.69999997,"GPS",2,23449406.1091288,5.12,123227482.903242,0.016,2802.035,2.048,43,0
"3783",126693.69999997,"GPS",25,21219280.9552184,10.24,111508073.637454,0.028,2494.476,4.096,34,1
"3784",126693.69999997,"GPS",29,23815887.5244595,1.28,125153332.005015,0.008,4083.203,0.512,42,0
"3785",126693.89999997,"GPS",12,19832521.1688462,0.32,104220598.055979,0.004,196.2292,0.128,51,0
"3786",126693.89999997,"Glonass",20,19763219.0439981,1.28,105682856.370185,0.004,2163.08,0.256,46,0
"3787",126693.89999997,"Glonass",2,22680383.1451426,20.48,121026869.326682,0.06,1263.623,8.192,38,1
"3788",126693.89999997,"GPS",19,22663821.4575898,40.96,119099184.621969,0.06,-2828.906,8.192,37,1
"3789",126693.89999997,"GPS",32,22227733.3398732,10.24,116807526.209277,0.028,630.3665,4.096,41,1
